id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,Term_Length,Length_Type,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
855460,MA,INDIVIDUAL,3 years,Stonehedge Rehab & Skilled Care Center,G,RENT,8/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1067770,other,G1,60,months,Verified,82000.00,0.04,614.53,0.22,22200.00,12.00,34406.00
1018045,CA,INDIVIDUAL,2 years,Sierra Hills Apartments,E,RENT,11/11/2021,5/16/2021,4/16/2021,Current,5/16/2021,1246231,other,E2,60,months,Verified,38400.00,0.20,155.75,0.19,6000.00,10.00,8226.00
819821,IL,INDIVIDUAL,10+ years,Rockford Health System,B,RENT,7/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1027977,other,B4,60,months,Not Verified,38004.00,0.24,76.96,0.11,3500.00,21.00,4356.00
536484,TX,INDIVIDUAL,4 years,Readers Wholesale Dist,B,MORTGAGE,6/10/2021,8/11/2021,7/11/2021,Charged Off,8/11/2021,693083,renewable_energy,B2,36,months,Not Verified,32000.00,0.11,97.87,0.11,3000.00,8.00,1269.00
530659,UT,INDIVIDUAL,3 years,,B,MORTGAGE,6/10/2021,5/16/2021,5/11/2021,Charged Off,6/11/2021,686169,renewable_energy,B4,36,months,Not Verified,75000.00,0.09,131.89,0.11,4000.00,23.00,1315.00
724550,MD,INDIVIDUAL,1 year,,A,RENT,4/11/2021,5/16/2021,7/11/2021,Charged Off,8/11/2021,919673,renewable_energy,A3,36,months,Not Verified,36000.00,0.13,259.07,0.07,8400.00,12.00,6883.00
1014937,MD,INDIVIDUAL,2 years,Longmeadow animal hospital,C,RENT,11/11/2021,5/16/2021,6/14/2021,Charged Off,7/14/2021,1242558,renewable_energy,C2,36,months,Not Verified,16800.00,0.14,137.24,0.14,4000.00,26.00,4151.00
511137,NY,INDIVIDUAL,4 years,Correctnet,B,RENT,5/10/2021,5/16/2021,11/13/2021,Charged Off,12/13/2021,660174,renewable_energy,B5,36,months,Not Verified,42000.00,0.10,329.12,0.11,10000.00,37.00,10952.00
560114,MD,INDIVIDUAL,10+ years,landmark servives Inc.,A,MORTGAGE,8/10/2021,5/16/2021,9/13/2021,Fully Paid,10/13/2021,720958,renewable_energy,A4,36,months,Not Verified,54000.00,0.08,37.34,0.08,1200.00,24.00,1344.00
785010,CA,INDIVIDUAL,5 years,Wired Magazine,A,MORTGAGE,6/11/2021,4/15/2021,8/12/2021,Fully Paid,9/12/2021,988273,renewable_energy,A4,36,months,Not Verified,74400.00,0.12,217.72,0.07,7000.00,14.00,7481.00
550912,LA,INDIVIDUAL,6 years,Ochsner Clinic Foundation,A,MORTGAGE,7/10/2021,11/11/2021,11/11/2021,Fully Paid,12/11/2021,710042,renewable_energy,A5,36,months,Not Verified,75000.00,0.06,500.50,0.08,16000.00,30.00,17296.00
1028987,MI,INDIVIDUAL,7 years,Jayco,A,MORTGAGE,11/11/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,1258340,renewable_energy,A1,36,months,Not Verified,40000.00,0.01,63.92,0.06,2100.00,10.00,2217.00
822881,CO,INDIVIDUAL,10+ years,CenturyLink,A,MORTGAGE,8/11/2021,9/15/2021,3/13/2021,Fully Paid,4/13/2021,1031393,renewable_energy,A5,36,months,Not Verified,80000.00,0.27,175.18,0.08,5550.00,59.00,5986.00
362514,CA,INDIVIDUAL,3 years,Self,A,MORTGAGE,11/8/2021,7/12/2021,10/11/2021,Fully Paid,11/11/2021,371969,renewable_energy,A4,36,months,Not Verified,95000.00,0.10,318.33,0.09,10000.00,22.00,11457.00
807940,NC,INDIVIDUAL,10+ years,ESRI,B,MORTGAGE,7/11/2021,4/16/2021,8/14/2021,Fully Paid,9/14/2021,1014566,renewable_energy,B5,36,months,Not Verified,153000.00,0.11,315.50,0.12,9500.00,33.00,11358.00
981998,FL,INDIVIDUAL,9 years,Hillsborough County School District,B,MORTGAGE,10/11/2021,7/15/2021,10/14/2021,Fully Paid,11/14/2021,1205183,renewable_energy,B3,36,months,Not Verified,43000.00,0.23,297.69,0.12,9000.00,19.00,10717.00
357157,VA,INDIVIDUAL,10+ years,Fannie Mae,B,MORTGAGE,10/8/2021,1/9/2021,1/9/2021,Fully Paid,2/9/2021,362967,renewable_energy,B2,36,months,Not Verified,79000.00,0.15,242.04,0.10,7500.00,42.00,7683.00
451909,CA,INDIVIDUAL,4 years,UC Davis,B,MORTGAGE,10/9/2021,12/9/2021,12/9/2021,Fully Paid,1/9/2022,557231,renewable_energy,B4,36,months,Not Verified,108600.00,0.12,499.50,0.12,15000.00,25.00,15153.00
579870,MN,INDIVIDUAL,1 year,"Tak Communications, Inc",C,MORTGAGE,9/10/2021,9/13/2021,10/13/2021,Fully Paid,11/13/2021,745482,renewable_energy,C3,36,months,Not Verified,54000.00,0.18,136.68,0.14,4000.00,15.00,4921.00
554489,NY,INDIVIDUAL,10+ years,Schenectady City Schools,D,MORTGAGE,7/10/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,714254,renewable_energy,D3,36,months,Not Verified,87000.00,0.22,167.77,0.16,4800.00,38.00,6039.00
801304,NJ,INDIVIDUAL,10+ years,,B,OWN,7/11/2021,4/16/2021,6/14/2021,Fully Paid,7/14/2021,1006869,renewable_energy,B4,36,months,Not Verified,21600.00,0.17,263.78,0.11,8000.00,26.00,9493.00
364256,VA,INDIVIDUAL,1 year,mariners landing golf,C,OWN,12/8/2021,12/11/2021,12/11/2021,Fully Paid,1/11/2022,374733,renewable_energy,C2,36,months,Not Verified,65004.00,0.21,399.09,0.12,12000.00,22.00,14367.00
757276,MO,INDIVIDUAL,6 years,Expressjet Airlines,C,OWN,5/11/2021,1/16/2021,6/14/2021,Fully Paid,7/14/2021,957301,renewable_energy,C2,36,months,Not Verified,48000.00,0.19,271.45,0.13,8000.00,16.00,9772.00
624524,CA,INDIVIDUAL,4 years,GANOWITZ WHITE & WEBER ATTORNEYS AT LAW,E,OWN,12/10/2021,3/14/2021,3/12/2021,Fully Paid,4/12/2021,800333,renewable_energy,E2,36,months,Not Verified,22320.00,0.21,35.32,0.16,1000.00,5.00,1171.00
869713,CA,INDIVIDUAL,10+ years,Chris Hawley Construction,A,RENT,9/11/2021,9/14/2021,9/14/2021,Fully Paid,10/14/2021,1083633,renewable_energy,A4,36,months,Not Verified,95000.00,0.20,124.41,0.07,4000.00,19.00,4479.00
769917,CA,INDIVIDUAL,10+ years,Mentor Worldwide LLC,A,RENT,6/11/2021,11/15/2021,10/12/2021,Fully Paid,11/12/2021,971448,renewable_energy,A4,36,months,Not Verified,60000.00,0.03,497.63,0.07,16000.00,32.00,17291.00
592737,WA,INDIVIDUAL,10+ years,,B,RENT,10/10/2021,7/14/2021,10/13/2021,Fully Paid,11/13/2021,761240,renewable_energy,B1,36,months,Not Verified,30000.00,0.19,97.34,0.10,3000.00,20.00,3504.00
526586,MA,INDIVIDUAL,10+ years,DoD US Air Force,B,RENT,6/10/2021,8/12/2021,7/11/2021,Fully Paid,8/11/2021,681212,renewable_energy,B2,36,months,Not Verified,69000.00,0.11,156.58,0.11,4800.00,12.00,5277.00
774230,CA,INDIVIDUAL,2 years,Ritz Carlton,B,RENT,6/11/2021,11/15/2021,6/14/2021,Fully Paid,7/14/2021,976390,renewable_energy,B5,36,months,Not Verified,36000.00,0.22,66.42,0.12,2000.00,13.00,2391.00
546974,FL,INDIVIDUAL,2 years,Laser Finance Inc,C,RENT,7/10/2021,6/13/2021,5/13/2021,Fully Paid,6/13/2021,705282,renewable_energy,C2,36,months,Not Verified,23000.00,0.11,54.39,0.14,1600.00,16.00,1956.00
781160,NH,INDIVIDUAL,< 1 year,Lasermax roll sys,D,RENT,6/11/2021,6/11/2021,6/13/2021,Fully Paid,7/13/2021,983991,renewable_energy,D4,36,months,Not Verified,21600.00,0.06,217.13,0.18,6000.00,5.00,7579.00
873954,MO,INDIVIDUAL,3 years,Shook Hardy Bacon,A,RENT,9/11/2021,12/13/2021,8/13/2021,Charged Off,9/13/2021,1088343,renewable_energy,A4,36,months,Source Verified,70000.00,0.11,111.97,0.07,3600.00,14.00,3129.00
734049,FL,INDIVIDUAL,8 years,BAY VILLAGE OF SARASOTA INC.,B,RENT,4/11/2021,6/12/2021,1/12/2021,Charged Off,2/12/2021,930515,renewable_energy,B3,36,months,Source Verified,37000.00,0.18,103.82,0.10,3200.00,16.00,1188.00
702432,MA,INDIVIDUAL,4 years,children's workshop,C,RENT,3/11/2021,4/15/2021,2/12/2021,Charged Off,3/12/2021,894289,renewable_energy,C2,36,months,Source Verified,18000.00,0.00,101.17,0.13,3000.00,9.00,1352.00
1028074,CA,INDIVIDUAL,1 year,Oakley,A,MORTGAGE,11/11/2021,6/12/2021,7/12/2021,Fully Paid,8/12/2021,1249421,renewable_energy,A2,36,months,Source Verified,36000.00,0.03,460.56,0.07,15000.00,13.00,15535.00
859400,TX,INDIVIDUAL,10+ years,Lone Star Communications,A,MORTGAGE,8/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1072044,renewable_energy,A1,36,months,Source Verified,98000.00,0.15,60.32,0.05,2000.00,30.00,2172.00
882370,TX,INDIVIDUAL,2 years,Nacogdoches ISD,A,MORTGAGE,9/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1097496,renewable_energy,A1,36,months,Source Verified,30000.00,0.02,42.61,0.06,1400.00,20.00,1549.00
445931,CO,INDIVIDUAL,6 years,AmGen,A,MORTGAGE,10/9/2021,7/11/2021,7/11/2021,Fully Paid,8/11/2021,544942,renewable_energy,A4,36,months,Source Verified,60000.00,0.23,105.90,0.09,3350.00,50.00,3724.00
968878,MA,INDIVIDUAL,7 years,"Paradigm Works, Inc.",A,MORTGAGE,9/11/2021,1/12/2021,1/12/2021,Fully Paid,2/12/2021,1189876,renewable_energy,A1,36,months,Source Verified,109000.00,0.03,120.23,0.06,3950.00,27.00,4008.00
723561,NC,INDIVIDUAL,10+ years,HOME CREDIT,A,MORTGAGE,4/11/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,918566,renewable_energy,A3,36,months,Source Verified,195000.00,0.10,185.05,0.07,6000.00,40.00,6582.00
753214,CA,INDIVIDUAL,10+ years,Ca. Dept. Of Corrections,A,MORTGAGE,5/11/2021,6/14/2021,3/14/2021,Fully Paid,4/14/2021,952861,renewable_energy,A5,36,months,Source Verified,160000.00,0.04,505.01,0.08,16000.00,35.00,18170.00
1044156,CA,INDIVIDUAL,7 years,Palm Springs Aerial Tramway,A,MORTGAGE,12/11/2021,2/15/2021,10/14/2021,Fully Paid,11/14/2021,1274499,renewable_energy,A2,36,months,Source Verified,80000.00,0.11,368.45,0.07,12000.00,29.00,13258.00
384126,AL,INDIVIDUAL,1 year,AIT,B,MORTGAGE,3/9/2021,6/11/2021,7/11/2021,Fully Paid,8/11/2021,414911,renewable_energy,B5,36,months,Source Verified,35000.00,0.15,199.89,0.12,6000.00,29.00,6941.00
616949,PA,INDIVIDUAL,10+ years,US Army,B,MORTGAGE,11/10/2021,10/14/2021,12/13/2021,Fully Paid,1/13/2022,791011,renewable_energy,B4,36,months,Source Verified,120000.00,0.18,64.53,0.10,2000.00,43.00,2323.00
616942,GA,INDIVIDUAL,< 1 year,Dublinair Nursing Home,B,MORTGAGE,11/10/2021,7/15/2021,12/13/2021,Fully Paid,1/13/2022,791003,renewable_energy,B5,36,months,Source Verified,21600.00,0.00,32.44,0.10,1000.00,3.00,1168.00
722961,KY,INDIVIDUAL,6 years,Fleming County Schools,C,MORTGAGE,4/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,917837,renewable_energy,C2,36,months,Source Verified,20400.00,0.07,111.29,0.13,3300.00,15.00,4006.00
858274,TX,INDIVIDUAL,10+ years,DHS/ICE,C,MORTGAGE,9/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1070839,renewable_energy,C1,36,months,Source Verified,117600.00,0.16,485.13,0.13,14400.00,35.00,17464.00
512595,CA,INDIVIDUAL,4 years,RSM McGladrey,C,MORTGAGE,5/10/2021,5/13/2021,5/13/2021,Fully Paid,6/13/2021,662271,renewable_energy,C4,36,months,Source Verified,115000.00,0.16,245.55,0.14,7200.00,31.00,8840.00
838912,TX,INDIVIDUAL,7 years,Texas A&M University,D,MORTGAGE,8/11/2021,7/15/2021,8/14/2021,Fully Paid,9/14/2021,1049038,renewable_energy,D3,36,months,Source Verified,51200.00,0.10,212.40,0.16,6000.00,26.00,7646.00
731358,FL,INDIVIDUAL,< 1 year,Comfort Keepers,A,OWN,4/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,927421,renewable_energy,A4,36,months,Source Verified,10980.00,0.15,46.52,0.07,1500.00,14.00,1675.00
966742,OR,INDIVIDUAL,10+ years,Walmart,A,RENT,9/11/2021,3/14/2021,3/14/2021,Fully Paid,4/14/2021,1187631,renewable_energy,A4,36,months,Source Verified,41000.00,0.11,147.07,0.08,4700.00,8.00,5268.00
705031,TX,INDIVIDUAL,3 years,Reachforce Inc.,A,RENT,3/11/2021,5/16/2021,4/14/2021,Fully Paid,5/14/2021,897045,renewable_energy,A3,36,months,Source Verified,190000.00,0.13,388.60,0.07,12600.00,29.00,13989.00
1030151,NC,INDIVIDUAL,3 years,Wells Fargo,A,RENT,11/11/2021,11/14/2021,11/14/2021,Fully Paid,12/14/2021,1259550,renewable_energy,A4,36,months,Source Verified,32000.00,0.03,175.23,0.08,5600.00,8.00,6270.00
655370,TX,INDIVIDUAL,4 years,Texas Dept. of Aging,B,RENT,1/11/2021,8/11/2021,8/11/2021,Fully Paid,9/11/2021,838192,renewable_energy,B1,36,months,Source Verified,63816.00,0.14,112.33,0.10,3500.00,21.00,3658.00
838798,WA,INDIVIDUAL,< 1 year,Emerald Heights,B,RENT,8/11/2021,5/16/2021,12/13/2021,Fully Paid,1/13/2022,1048915,renewable_energy,B4,36,months,Source Verified,33600.00,0.12,131.89,0.11,4000.00,15.00,4704.00
651371,NY,INDIVIDUAL,9 years,MTV Networks,B,RENT,1/11/2021,5/16/2021,7/12/2021,Fully Paid,8/12/2021,833217,renewable_energy,B1,36,months,Source Verified,75000.00,0.14,320.94,0.10,10000.00,26.00,11136.00
883270,MO,INDIVIDUAL,2 years,US Bank,B,RENT,9/11/2021,5/14/2021,1/14/2021,Fully Paid,2/14/2021,1098524,renewable_energy,B2,36,months,Source Verified,18000.00,0.20,78.18,0.11,2400.00,5.00,2807.00
786676,MO,INDIVIDUAL,3 years,La-Z-Boy,C,RENT,6/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,990082,renewable_energy,C5,36,months,Source Verified,24000.00,0.03,76.52,0.15,2200.00,5.00,2770.00
1001365,PA,INDIVIDUAL,3 years,Department of Veterans affairs,A,MORTGAGE,10/11/2021,11/13/2021,6/13/2021,Charged Off,7/13/2021,1226948,renewable_energy,A4,36,months,Verified,88000.00,0.27,84.49,0.08,2700.00,48.00,1710.00
768335,MI,INDIVIDUAL,1 year,Greenfield Health System - Henry Ford,C,MORTGAGE,5/11/2021,4/12/2021,9/11/2021,Charged Off,10/11/2021,969625,renewable_energy,C4,36,months,Verified,110000.00,0.24,553.01,0.15,16000.00,29.00,4514.00
564234,AZ,INDIVIDUAL,10+ years,STG inc,A,RENT,9/10/2021,4/13/2021,1/13/2021,Charged Off,2/13/2021,726006,renewable_energy,A4,36,months,Verified,79000.00,0.09,466.67,0.08,15000.00,24.00,12831.00
584264,MA,INDIVIDUAL,10+ years,Housing Investments Inc,G,RENT,9/10/2021,8/11/2021,5/11/2021,Charged Off,6/11/2021,750735,renewable_energy,G5,36,months,Verified,203000.00,0.21,950.12,0.22,25000.00,18.00,14688.00
705479,FL,INDIVIDUAL,10+ years,,A,MORTGAGE,3/11/2021,4/14/2021,4/14/2021,Fully Paid,5/14/2021,897536,renewable_energy,A2,36,months,Verified,100000.00,0.08,436.71,0.06,14400.00,38.00,15721.00
685540,FL,INDIVIDUAL,10+ years,Department of Veterans Affairs,A,MORTGAGE,2/11/2021,5/16/2021,4/12/2021,Fully Paid,5/12/2021,875198,renewable_energy,A1,36,months,Verified,78000.00,0.09,108.58,0.05,3600.00,23.00,3737.00
999951,IL,INDIVIDUAL,10+ years,Walgreens,A,MORTGAGE,10/11/2021,6/14/2021,6/14/2021,Fully Paid,7/14/2021,1225552,renewable_energy,A2,36,months,Verified,125000.00,0.04,138.17,0.07,4500.00,23.00,4963.00
394458,AZ,INDIVIDUAL,10+ years,Walgreens,B,MORTGAGE,4/9/2021,10/9/2021,10/9/2021,Fully Paid,11/9/2021,433150,renewable_energy,B4,36,months,Verified,130000.00,0.07,497.46,0.12,15000.00,22.00,15498.00
463711,TX,INDIVIDUAL,10+ years,Federal Aviation Administration,B,MORTGAGE,12/9/2021,12/12/2021,12/12/2021,Fully Paid,1/12/2022,579416,renewable_energy,B5,36,months,Verified,110004.00,0.11,836.66,0.13,25000.00,17.00,30120.00
993508,CT,INDIVIDUAL,8 years,BOBS DISCOUNT FURNITURE,B,MORTGAGE,10/11/2021,10/14/2021,11/14/2021,Fully Paid,12/14/2021,1217879,renewable_energy,B4,36,months,Verified,65000.00,0.16,100.25,0.12,3000.00,63.00,3609.00
520473,NV,INDIVIDUAL,1 year,Turquoise Ridge JV Mine,C,MORTGAGE,5/10/2021,6/13/2021,6/13/2021,Fully Paid,7/13/2021,672871,renewable_energy,C1,36,months,Verified,80000.00,0.17,369.21,0.13,11000.00,19.00,13292.00
413010,IL,INDIVIDUAL,2 years,Goldman Sachs Group,D,OTHER,6/9/2021,3/10/2021,3/10/2021,Fully Paid,4/10/2021,466194,renewable_energy,D3,36,months,Verified,600000.00,0.01,863.42,0.15,25000.00,39.00,27522.00
489977,IL,INDIVIDUAL,5 years,Caterpillar Inc.,B,RENT,4/10/2021,4/16/2021,4/13/2021,Fully Paid,5/13/2021,625419,renewable_energy,B3,36,months,Verified,85000.00,0.15,814.00,0.11,25000.00,47.00,29306.00
689552,NJ,INDIVIDUAL,10+ years,us postal service,B,RENT,3/11/2021,7/12/2021,7/12/2021,Fully Paid,8/12/2021,879856,renewable_energy,B1,36,months,Verified,53995.00,0.06,160.47,0.10,5000.00,11.00,5522.00
664592,TX,INDIVIDUAL,3 years,UMC OF EL PASO,B,MORTGAGE,2/11/2021,5/16/2021,11/14/2021,Charged Off,12/14/2021,849765,renewable_energy,B4,60,months,Not Verified,40000.00,0.11,90.78,0.11,4200.00,28.00,4738.00
774690,NY,INDIVIDUAL,7 years,Mary Manning walsh Home,G,RENT,6/11/2021,11/12/2021,7/12/2021,Charged Off,8/12/2021,976878,renewable_energy,G4,60,months,Not Verified,35775.63,0.13,348.01,0.24,12000.00,5.00,4778.00
602816,NY,INDIVIDUAL,7 years,Ingram Micro,B,MORTGAGE,10/10/2021,8/13/2021,7/11/2021,Fully Paid,8/11/2021,773469,renewable_energy,B3,60,months,Not Verified,65000.00,0.02,151.64,0.10,7200.00,29.00,7640.00
602190,FL,INDIVIDUAL,10+ years,Metropolitan Hospital,A,OWN,10/10/2021,2/14/2021,10/13/2021,Charged Off,11/13/2021,772682,renewable_energy,A4,60,months,Source Verified,70000.00,0.00,117.51,0.07,6000.00,12.00,4379.00
723702,MO,INDIVIDUAL,9 years,Enterprise,B,MORTGAGE,4/11/2021,5/16/2021,4/16/2021,Fully Paid,5/16/2021,918717,renewable_energy,B5,60,months,Source Verified,43000.00,0.16,217.98,0.11,10000.00,26.00,13078.00
712810,CA,INDIVIDUAL,7 years,kiewit pacific construction,E,MORTGAGE,4/11/2021,3/16/2021,2/16/2021,Fully Paid,3/16/2021,905966,renewable_energy,E1,60,months,Source Verified,119000.00,0.09,367.97,0.16,15000.00,7.00,21958.00
598235,LA,INDIVIDUAL,6 years,Blaze Courier,E,MORTGAGE,10/10/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,767827,renewable_energy,E2,60,months,Source Verified,576000.00,0.01,123.78,0.17,5000.00,20.00,7156.00
889132,TX,INDIVIDUAL,7 years,Burns & McDonnell,D,OWN,9/11/2021,5/16/2021,11/12/2021,Fully Paid,12/12/2021,1105672,renewable_energy,D4,60,months,Source Verified,140000.00,0.14,301.99,0.18,12000.00,35.00,13838.00
630076,NY,INDIVIDUAL,2 years,Jujamcyn Theaters,B,RENT,12/10/2021,12/15/2021,12/15/2021,Fully Paid,1/15/2022,795731,renewable_energy,B3,60,months,Source Verified,40000.00,0.03,252.73,0.10,12000.00,8.00,15181.00
564101,CA,INDIVIDUAL,7 years,The Boeing Co,D,RENT,8/10/2021,5/16/2021,6/15/2021,Fully Paid,7/15/2021,725856,renewable_energy,D2,60,months,Source Verified,96000.00,0.24,200.77,0.15,8400.00,31.00,11977.00
842961,MD,INDIVIDUAL,3 years,Bergman eye center,E,RENT,8/11/2021,11/12/2021,11/12/2021,Fully Paid,12/12/2021,1053669,renewable_energy,E2,60,months,Source Verified,32640.00,0.03,89.63,0.18,3500.00,6.00,4243.00
630573,MI,INDIVIDUAL,5 years,,F,RENT,12/10/2021,4/16/2021,12/15/2021,Fully Paid,1/15/2022,807855,renewable_energy,F3,60,months,Source Verified,33600.00,0.15,391.75,0.19,15250.00,15.00,23504.00
757728,CA,INDIVIDUAL,6 years,Sheppard Mullin Richter & Hampton,D,RENT,5/11/2021,5/14/2021,4/12/2021,Fully Paid,5/12/2021,957801,renewable_energy,D3,60,months,Source Verified,34700.00,0.08,61.45,0.16,2500.00,7.00,2826.00
586253,MN,INDIVIDUAL,10+ years,SPX CORP,C,MORTGAGE,10/10/2021,8/11/2021,3/11/2021,Charged Off,4/11/2021,753163,renewable_energy,C1,60,months,Verified,41000.00,0.10,228.71,0.13,10000.00,8.00,4044.00
695201,VA,INDIVIDUAL,7 years,PAR Pharma,F,MORTGAGE,3/11/2021,12/14/2021,10/12/2021,Charged Off,11/12/2021,886251,renewable_energy,F1,60,months,Verified,78000.00,0.19,559.74,0.18,25000.00,46.00,11601.00
606508,MI,INDIVIDUAL,6 years,Dubois-Cooper Associates,A,MORTGAGE,11/10/2021,2/11/2021,12/10/2021,Fully Paid,1/10/2022,778054,renewable_energy,A5,60,months,Verified,77000.00,0.21,249.95,0.07,20000.00,51.00,12723.00
801059,CO,INDIVIDUAL,10+ years,Thompson School District R2-J,B,MORTGAGE,7/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,985476,renewable_energy,B3,60,months,Verified,42000.00,0.01,456.49,0.11,21000.00,17.00,27348.00
619448,CT,INDIVIDUAL,9 years,International Paper,C,MORTGAGE,11/10/2021,5/16/2021,3/11/2021,Fully Paid,4/11/2021,793954,renewable_energy,C5,60,months,Verified,99000.00,0.18,115.62,0.14,5000.00,31.00,5170.00
596171,CT,INDIVIDUAL,10+ years,Travelers Insurance,D,MORTGAGE,10/10/2021,10/15/2021,10/15/2021,Fully Paid,11/15/2021,765340,renewable_energy,D2,60,months,Verified,75000.00,0.18,191.21,0.15,8000.00,26.00,11472.00
653921,KS,INDIVIDUAL,5 years,John Deere,D,MORTGAGE,3/11/2021,3/12/2021,3/12/2021,Fully Paid,4/12/2021,836300,renewable_energy,D5,60,months,Verified,110000.00,0.14,851.51,0.16,35000.00,32.00,39846.00
619385,CA,INDIVIDUAL,< 1 year,Technisource,B,RENT,11/10/2021,12/15/2021,12/15/2021,Fully Paid,1/15/2022,793878,renewable_energy,B5,60,months,Verified,92160.00,0.06,428.50,0.10,20000.00,20.00,25709.00
573680,NY,INDIVIDUAL,3 years,Citigroup,B,RENT,9/10/2021,7/11/2021,7/11/2021,Fully Paid,8/11/2021,737898,renewable_energy,B5,60,months,Verified,65000.00,0.08,354.79,0.12,16000.00,26.00,17492.00
590866,CA,INDIVIDUAL,3 years,Fonseca McElroy Grinding,E,RENT,10/10/2021,10/15/2021,10/15/2021,Fully Paid,11/15/2021,758927,renewable_energy,E3,60,months,Verified,68724.00,0.15,153.48,0.17,6150.00,12.00,9208.00
699790,AZ,INDIVIDUAL,7 years,Banner Health,F,RENT,3/11/2021,8/12/2021,7/12/2021,Fully Paid,8/12/2021,891400,renewable_energy,F2,60,months,Verified,57000.00,0.04,154.40,0.19,6000.00,16.00,7367.00
816541,TX,INDIVIDUAL,6 years,Goodman Networks,B,MORTGAGE,7/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1024289,renewable_energy,B4,60,months,Verified,109000.00,0.08,593.67,0.11,27000.00,34.00,33788.00
1077175,IL,INDIVIDUAL,10+ years,,C,RENT,12/11/2021,5/16/2021,6/14/2021,Fully Paid,7/14/2021,1313524,small business,C5,36,months,Not Verified,12252.00,0.09,84.33,0.16,2400.00,10.00,3006.00
1071795,CA,INDIVIDUAL,4 years,,F,OWN,12/11/2021,8/12/2021,4/12/2021,Charged Off,5/12/2021,1306957,small business,F2,60,months,Source Verified,40000.00,0.06,152.39,0.21,5600.00,13.00,646.00
1051117,MA,INDIVIDUAL,6 years,golfers warehouse,B,RENT,12/11/2021,4/16/2021,5/10/2021,Fully Paid,6/10/2021,1282787,small business,B1,36,months,Not Verified,80000.00,0.10,451.15,0.10,14000.00,40.00,16241.00
1068934,CA,INDIVIDUAL,6 years,,D,RENT,12/11/2021,1/16/2021,3/10/2021,Fully Paid,4/10/2021,1277395,small business,D3,60,months,Verified,40000.00,0.19,223.74,0.17,17500.00,6.00,13227.00
1068906,CA,INDIVIDUAL,4 years,autozone,F,RENT,12/11/2021,10/13/2021,7/9/2021,Charged Off,8/9/2021,1303528,small business,F2,60,months,Source Verified,75000.00,0.12,223.14,0.21,8200.00,11.00,4174.00
1068997,TX,INDIVIDUAL,1 year,Segovia's Transportion Inc.,A,MORTGAGE,12/11/2021,3/14/2021,10/11/2021,Fully Paid,11/11/2021,1303437,small business,A4,36,months,Not Verified,52000.00,0.10,469.36,0.08,15000.00,29.00,15558.00
1068273,CT,INDIVIDUAL,8 years,,A,MORTGAGE,12/11/2021,12/14/2021,1/15/2021,Fully Paid,2/15/2021,1302680,small business,A2,36,months,Verified,110000.00,0.10,168.88,0.07,5500.00,26.00,6079.00
1060662,WV,INDIVIDUAL,5 years,WV State Tax Department,A,MORTGAGE,12/11/2021,1/15/2021,1/15/2021,Fully Paid,2/15/2021,1292431,small business,A1,36,months,Not Verified,26500.00,0.18,188.71,0.06,6200.00,18.00,6793.00
1067419,CA,INDIVIDUAL,2 years,Samsung Information Systems America,C,RENT,12/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1301804,small business,C1,36,months,Verified,45900.00,0.25,339.31,0.13,10000.00,12.00,12178.00
1067364,CA,INDIVIDUAL,5 years,Edgestone Real Estate,C,RENT,12/11/2021,7/14/2021,3/14/2021,Charged Off,4/14/2021,1301744,small business,C1,36,months,Not Verified,65000.00,0.07,339.31,0.13,10000.00,17.00,9271.00
1056150,TX,INDIVIDUAL,3 years,"Cardinal Health Stafford, Texas.",D,RENT,12/11/2021,9/15/2021,11/12/2021,Fully Paid,12/12/2021,1287925,small business,D3,60,months,Source Verified,26400.00,0.10,224.36,0.17,13200.00,12.00,10203.00
1063447,NC,INDIVIDUAL,10+ years,,C,RENT,12/11/2021,5/14/2021,1/14/2021,Charged Off,2/14/2021,1296011,small business,C1,60,months,Verified,35000.00,0.16,368.08,0.13,16000.00,14.00,10343.00
1066081,MI,INDIVIDUAL,10+ years,,A,RENT,12/11/2021,1/14/2021,10/12/2021,Fully Paid,11/12/2021,1300229,small business,A2,36,months,Not Verified,18000.00,0.24,55.27,0.07,1800.00,12.00,1880.00
